indice_tiempo,ind_burs_min_no_met_var_pct
2021-01-01,-0.050589415172533125
2021-02-01,-0.045962911155800756
2021-03-01,0.01897165339019935
2021-04-01,0.04339293953953938
2021-05-01,0.028591174748144876
2021-06-01,0.2133349679425931
2021-07-01,0.12542218038170905
2021-08-01,-0.004156088829930238
2021-09-01,0.025349753801187314
2021-10-01,0.060052336571439824
2021-11-01,-0.015731079417252047
2021-12-01,-0.11044249874271672
2022-01-01,0.010371960362640431
2022-02-01,0.17709749332398994
2022-03-01,-0.2198319627980604
2022-04-01,0.08135152471955887
2022-05-01,-0.00033037198052532357
2022-06-01,-0.014797273042125747
2022-07-01,0.10622200222713163
2022-08-01,0.2933223789894983
2022-09-01,0.12453475791844326
2022-10-01,-0.030072409593522087
2022-11-01,0.049623007815890574
2022-12-01,0.05999611072738387
2023-01-01,0.26147873953246425
2023-02-01,0.16286931173105867
2023-03-01,-0.10882457086682407
2023-04-01,0.05467189056618249
2023-05-01,0.0019226445061248931
2023-06-01,0.10998333123260084
2023-07-01,0.2090111591560455
