indice_tiempo,ind_burs_comer_var_pct
2018-12-01,-0.016263800126316896
2019-01-01,0.002551643320618746
2019-02-01,0.0051025533114175126
2019-03-01,-0.03732595117091486
2019-04-01,-0.07644913626847616
2019-05-01,-0.05811626155856542
2019-06-01,0.033777387275874426
2019-07-01,0.03816859314959231
2019-08-01,-0.10964193868196659
2019-09-01,-0.16689626814997593
2019-10-01,0.1840127131537057
2019-11-01,0.08153475887483652
2019-12-01,0.030499796523543843
2020-01-01,0.2573596878623614
2020-02-01,0.051817755146451816
2020-03-01,-0.20870260130123364
2020-04-01,-0.21231503630239856
2020-05-01,0.46421733740751825
2020-06-01,0.08713267558884952
2020-07-01,0.03854999954402971
2020-08-01,0.2700148625889469
2020-09-01,0.14837344982750977
2020-10-01,-0.07081624967335676
2020-11-01,-0.020476985833977057
2020-12-01,-0.009190744173278587
2021-01-01,-0.06632161171385575
2021-02-01,0.039014227208648666
2021-03-01,-0.028462747739746552
2021-04-01,-0.02409343959650545
2021-05-01,0.07917450600546827
2021-06-01,0.21409053578850612
2021-07-01,0.34693569463127627
2021-08-01,0.07392766640291537
2021-09-01,0.08917380696324995
2021-10-01,0.040619717038387515
2021-11-01,0.06963943152378582
2021-12-01,0.037299309805826075
2022-01-01,0.09539640909496594
2022-02-01,0.016542820110886813
2022-03-01,0.15305512351595474
2022-04-01,0.10026693044679869
2022-05-01,0.09024148804362753
2022-06-01,0.1101233197907987
2022-07-01,0.2785051406538699
2022-08-01,0.23913466552189822
2022-09-01,-0.0024056201571927005
2022-10-01,-0.07492827040226269
2022-11-01,0.04391440141205338
2022-12-01,0.24881389056956937
2023-01-01,0.0846939433410645
2023-02-01,0.06749095717584641
2023-03-01,0.09189829227814328
2023-04-01,0.0027545044445644873
2023-05-01,0.21153303448356175
2023-06-01,0.086545342327782
2023-07-01,0.06509509229332533
