indice_tiempo,ind_burs_energ_var_pct
2019-01-01,-0.03221638682458816
2019-02-01,-0.009248617309385088
2019-03-01,0.11357833496286873
2019-04-01,0.05068365747667802
2019-05-01,-0.16407726374170017
2019-06-01,0.012934374552721284
2019-07-01,0.11420473685050148
2019-08-01,-0.009775003490536727
2019-09-01,-0.09233050051208724
2019-10-01,0.44537042547124184
2019-11-01,-0.3541971272034363
2019-12-01,-0.16637602665370488
2020-01-01,0.07063715298136941
2020-02-01,-0.025560871710253785
2020-03-01,-0.2499377732745911
2020-04-01,-0.19890804339727253
2020-05-01,0.15486747348567897
2020-06-01,0.2173748430086968
2020-07-01,0.056671255734832116
2020-08-01,0.07536117738721759
2020-09-01,-0.055749696233012624
2020-10-01,-0.07125031300764473
2020-11-01,0.032452437284123725
2020-12-01,0.1340157416411516
