indice_tiempo,ind_burs_telecom_var_pct
2019-01-01,0.07371933508211881
2019-02-01,0.08597939150523826
2019-03-01,-0.06852161970271686
2019-04-01,0.03939487357163052
2019-05-01,0.3829931256217032
2019-06-01,0.1667623012992745
2019-07-01,-0.3963051854174888
2019-08-01,0.4067932600474895
2019-09-01,-0.15068204773143512
2019-10-01,0.41439321651485184
2019-11-01,-0.10438774587583344
2019-12-01,0.1878150279306834
2020-01-01,-0.4009781363407673
2020-02-01,0.5749249006537211
2020-03-01,0.20866471367801043
2020-04-01,-0.18701215033415808
2020-05-01,0.20370631837958553
2020-06-01,0.21604570513707855
2020-07-01,-0.0347483836703838
2020-08-01,0.10152039698232329
2020-09-01,-0.25708493869096327
2020-10-01,0.21631717800479677
2020-11-01,0.03416608764864648
2020-12-01,0.2065352086600858
