indice_tiempo,ind_burs_side_var_pct
2021-01-01,-0.004353988877656034
2021-02-01,-0.037867377770923416
2021-03-01,-0.05702083269824432
2021-04-01,0.033632351060745025
2021-05-01,0.12670798903041525
2021-06-01,0.10339448678008267
2021-07-01,0.16188232587219287
2021-08-01,0.07684653044411305
2021-09-01,0.05018162572864915
2021-10-01,0.07014508402068032
2021-11-01,0.31404317561668305
2021-12-01,0.046426765567638695
2022-01-01,0.028498187357981708
2022-02-01,0.005599736891687135
2022-03-01,0.0011152272351437897
2022-04-01,-0.006707842186414736
2022-05-01,-0.10845352313196333
2022-06-01,-0.06023759767939196
2022-07-01,0.15441667225253775
2022-08-01,0.31154738231286405
2022-09-01,0.05567920127406856
2022-10-01,-0.05958310645895992
2022-11-01,0.10295200639139224
2022-12-01,0.13077492288384085
2023-01-01,0.3114019648665045
2023-02-01,0.08793476471341699
2023-03-01,-0.10493360586511702
2023-04-01,0.14662428209079015
2023-05-01,0.34567709200435104
2023-06-01,0.15522174110465015
2023-07-01,0.035393406030727714
