indice_tiempo,ind_burs_fciero_var_pct
2019-01-01,0.07771530635545432
2019-02-01,0.11704237388326644
2019-03-01,-0.09684370548695032
2019-04-01,-0.05964978062053683
2019-05-01,-0.002169445450517893
2019-06-01,0.1562287208249722
2019-07-01,0.13557768880736365
2019-08-01,-0.08146610203025528
2019-09-01,-0.35921485255679375
2019-10-01,0.1505293857813237
2019-11-01,0.04934662047505456
2019-12-01,0.07619616014541664
2020-01-01,0.17796202519060422
2020-02-01,-0.0886825625624501
2020-03-01,-0.12773583497016983
2020-04-01,-0.22024172681944665
2020-05-01,0.2692427259790089
2020-06-01,0.2571856607247769
2020-07-01,0.08326072821219355
2020-08-01,0.17564769837108152
2020-09-01,-0.11185331973071888
2020-10-01,-0.03902008433754833
2020-11-01,0.006292226926090105
2020-12-01,0.05983566293892828
