indice_tiempo,ind_burs_metalmec_var_pct
2021-01-01,0.19636789049818915
2021-02-01,-0.030384833612171702
2021-03-01,0.020847612668802862
2021-04-01,0.01689001495357978
2021-05-01,-0.06312394520337372
2021-06-01,0.18477649638955684
2021-07-01,-0.021940887650915397
2021-08-01,0.11251915439868987
2021-09-01,0.440645719476761
2021-10-01,0.2782522308425781
2021-11-01,0.10046233040900687
2021-12-01,0.020951746832311935
2022-01-01,-0.023021164478915335
2022-02-01,-0.10031897799936795
2022-03-01,-0.04124810305384641
2022-04-01,0.001976531542779325
2022-05-01,0.0008664410272662959
2022-06-01,0.016337843634921745
2022-07-01,-0.04310589093600936
2022-08-01,0.21118212562093452
2022-09-01,0.042131124365434536
2022-10-01,-0.04880415966724749
2022-11-01,-0.0680439342713498
2022-12-01,0.1773966033040817
2023-01-01,0.1426367154210959
2023-02-01,-0.061614141328484084
2023-03-01,0.04190763119145391
2023-04-01,0.07123953772219282
2023-05-01,0.15826155285854138
2023-06-01,0.05179522317949181
2023-07-01,0.2042322252477471
