indice_tiempo,ind_burs_agrop_var_pct
2018-12-01,0.04198956493476835
2019-01-01,0.04534807852553535
2019-02-01,0.05497474747885067
2019-03-01,0.0037922877053870874
2019-04-01,-0.0576914735673566
2019-05-01,-0.04451961552941808
2019-06-01,0.013076909773471534
2019-07-01,0.0011743313359986463
2019-08-01,-0.09682963482017504
2019-09-01,-0.1004724367892007
2019-10-01,0.026405240051792234
2019-11-01,0.030003613711683252
2019-12-01,0.13282301616857617
2020-01-01,0.18443856084500143
2020-02-01,-0.06641259458261006
2020-03-01,-0.18393192450093065
2020-04-01,-0.13897934619457097
2020-05-01,0.24222440389524014
2020-06-01,0.06883229744614972
2020-07-01,-0.00963972404640967
2020-08-01,0.11732766414942142
2020-09-01,-0.04912366231377019
2020-10-01,0.0511277578050231
2020-11-01,0.16915383753279634
2020-12-01,0.03420277945883288
2021-01-01,0.2066923511507066
2021-02-01,0.12727081362126835
2021-03-01,-0.06638481995876655
2021-04-01,0.09754274779125072
2021-05-01,0.14084460022979184
2021-06-01,0.08324671176265785
2021-07-01,0.03229878121767915
2021-08-01,-0.06707785072623285
2021-09-01,0.010685416892133315
2021-10-01,0.018096428809122544
2021-11-01,0.035171814692430914
2021-12-01,-0.04374383878439536
2022-01-01,-0.015978300414510427
2022-02-01,0.11563751755758633
2022-03-01,0.26763643181175056
2022-04-01,0.06937446003260028
2022-05-01,0.01745448581774478
2022-06-01,-0.056409505521839653
2022-07-01,-0.08290719216992493
2022-08-01,0.3312634797805092
2022-09-01,0.10121972519724842
2022-10-01,-0.11861513588645878
2022-11-01,-0.03555850078131484
2022-12-01,-0.206007717922571
2023-01-01,0.5548839211575627
2023-02-01,0.16618113977965043
2023-03-01,0.18312773683663863
2023-04-01,-0.0592116733640915
2023-05-01,0.058888578945378356
2023-06-01,0.18075057463669775
2023-07-01,0.21203244987132952
