indice_tiempo,ind_burs_bs_raices_var_pct
2018-12-01,-0.044267812480411006
2019-01-01,0.02255740167755227
2019-02-01,0.09713787881756275
2019-03-01,-0.03238330643426435
2019-04-01,0.22182183321098892
2019-05-01,-0.03853102132981534
2019-06-01,0.09576349765262182
2019-07-01,0.1398908512746917
2019-08-01,-0.12659167914094993
2019-09-01,-0.2816324867973832
2019-10-01,0.1175486994787105
2019-11-01,0.24887740853998186
2019-12-01,0.15105174161013535
2020-01-01,0.2839435974152593
2020-02-01,-0.011170303872382825
2020-03-01,-0.2230693739883055
2020-04-01,-0.13506470102340173
2020-05-01,0.1006709571049853
2020-06-01,-0.05227323880867962
2020-07-01,0.07144690465886483
2020-08-01,0.4025628090063764
2020-09-01,0.00360499733154529
2020-10-01,0.04047420569176041
2020-11-01,0.00501693349184662
2020-12-01,0.056440909707616393
2021-01-01,-0.0005925050351417438
2021-02-01,-0.03857798306868221
2021-03-01,-0.09277982677584506
2021-04-01,-0.02695908372303757
2021-05-01,0.057149608473268554
2021-06-01,0.09425793766027701
2021-07-01,0.09367476695175347
2021-08-01,0.05073873470587764
2021-09-01,0.06053016332492267
2021-10-01,0.038627569543296936
2021-11-01,0.11059099388482174
2021-12-01,-0.03334725777693004
2022-01-01,-0.04143300987564702
2022-02-01,0.11992833067742947
2022-03-01,0.029922954029170112
2022-04-01,0.15683698656416833
2022-05-01,-0.047050027303163766
2022-06-01,-0.07096760084571441
2022-07-01,0.02822123846972957
2022-08-01,0.13759729164622025
2022-09-01,0.034720796427909706
2022-10-01,-0.012904109349763715
2022-11-01,-0.00040378286230158267
2022-12-01,0.18187093099383733
2023-01-01,0.19224026986825593
2023-02-01,0.2767697996875149
2023-03-01,-0.06001211917134308
2023-04-01,0.03399897211388625
2023-05-01,0.036665865660765684
2023-06-01,0.3134643054449704
2023-07-01,0.3108860718350617
